drugbank_id	kegg_ligand_id
DB02470	C07836
DB02475	C06656
DB02481	C15561
DB02482	C12147
DB02484	C00513
DB02485	C00128
DB02494	C05607
DB02496	C11437
DB02501	C03296
DB02507	C01541
DB02509	C01126
DB02509	C03220
DB02509	C06081
DB02513	C09908
DB02515	C00093
DB02515	C00623
DB02515	C03189
DB02517	C00025
DB02517	C00217
DB02517	C00302
DB02520	C19150
DB02521	C18012
DB02522	C02798
DB02527	C00575
DB02530	C00334
DB02531	C02632
DB02536	C00577
DB02536	C02154
DB02536	C02426
DB02543	C05942
DB02545	C15649
DB02547	C00325
DB02547	C02977
DB02547	C03117
DB02547	C05386
DB02548	C00644
DB02548	C01096
DB02548	C02810
DB02548	C06311
DB02552	C00341
DB02552	C02569
DB02552	C04093
DB02552	C05847
DB02554	C11521
DB02556	C00079
DB02556	C02057
DB02556	C02265
DB02557	C00563
DB02561	C00247
DB02561	C00764
DB02561	C00795
DB02561	C05003
DB02561	C06468
DB02561	C08356
DB02562	C00268
DB02563	C05270
DB02571	C04076
DB02576	C03194
DB02576	C05771
DB02579	C00511
DB02579	C19501
DB02587	C09076
DB02590	C03348
DB02590	C06471
DB02591	C03114
DB02594	C00881
DB02596	C13740
DB02601	C03493
DB02601	C12323
DB02604	C06369
DB02609	C06055
DB02624	C02926
DB02626	C00023
DB02630	C01068
DB02630	C02895
DB02630	C03509
DB02632	C04452
DB02637	C00036
DB02640	C09668
DB02648	C00318
DB02648	C00487
DB02648	C15025
DB02649	C04131
DB02650	C14866
DB02655	C00049
DB02655	C00402
DB02655	C16433
DB02656	C15195
DB02657	C00352
DB02657	C06377
DB02659	C00695
DB02659	C01558
DB02659	C04661
DB02659	C17644
DB02659	C17737
DB02663	C04650
DB02663	C05042
DB02665	C07155
DB02678	C00329
DB02678	C02262
DB02678	C03570
DB02678	C08349
DB02679	C01566
DB02688	C02218
DB02691	C01921
DB02693	C01119
DB02693	C06484
DB02699	C16683
DB02701	C00153
DB02709	C03582
DB02710	C04204
DB02714	C01368
DB02717	C01810
DB02717	C02013
DB02717	C02052
DB02724	C14819
DB02726	C00988
DB02731	C08171
DB02736	C06244
DB02740	C11284
DB02743	C00185
DB02743	C00208
DB02743	C00243
DB02743	C00897
DB02743	C01970
DB02743	C01971
DB02743	C02964
DB02743	C06421
DB02743	C06422
DB02745	C00299
DB02745	C16745
DB02746	C01606
DB02750	C00097
DB02750	C00736
DB02750	C00793
DB02751	C00581
DB02756	C18487
DB02757	C00481
DB02761	C01962
DB02772	C00089
DB02772	C04219
DB02772	C18068
DB02774	C02457
DB02788	C00466
DB02788	C00810
DB02788	C01769
DB02789	C01953
DB02793	C00885
DB02795	C02519
DB02805	C01368
DB02813	C03776
DB02817	C03448
DB02821	C08270
DB02823	C05682
DB02831	C00009
DB02835	C00660
DB02835	C01231
DB02835	C03693
DB02838	C03564
DB02843	C00103
DB02843	C00446
DB02843	C00636
DB02843	C00663
DB02843	C01002
DB02843	C01171
DB02843	C03384
DB02843	C15924
DB02843	C15926
DB02852	C13732
DB02853	C00148
DB02853	C00763
DB02853	C16435
DB02854	C00523
DB02854	C04373
DB02854	C07635
DB02857	C00387
DB02859	C11300
DB02860	C05370
DB02867	C00103
DB02867	C00446
DB02867	C00636
DB02867	C00663
DB02867	C01002
DB02867	C01171
DB02867	C03384
DB02867	C15924
DB02867	C15926
DB02877	C15634
DB02891	C18492
DB02893	C00073
DB02893	C00855
DB02893	C01733
DB02897	C00227
DB02900	C00092
DB02900	C00275
DB02900	C00668
DB02900	C01113
DB02900	C01172
DB02900	C02962
DB02900	C02965
DB02900	C03735
DB02901	C03917
DB02901	C05293
DB02902	C00053
DB02910	C01944
DB02912	C00100
DB02923	C02526
DB02924	C07271
DB02924	C19081
DB02930	C13742
DB02932	C08160
DB02938	C17714
DB02942	C04062
DB02945	C00191
DB02945	C00333
DB02945	C02024
DB02945	C06472
DB02945	C06477
DB02945	C08348
DB02945	C08350
DB02946	C10932
DB02951	C00168
DB02952	C03665
DB02955	C08365
DB02957	C01103
DB02958	C05708
DB02959	C00643
DB02959	C01017
DB02962	C02009
DB02967	C02441
DB02969	C04294
DB02975	C12068
DB02982	C16873
DB02994	C07308
DB02995	C00571
DB02998	C14257
DB02999	C08296
DB03007	C01226
DB03007	C13816
DB03010	C12154
DB03013	C01674
DB03015	C04583
DB03017	C02679
DB03025	C14272
DB03032	C11302
DB03034	C07321
DB03034	C07660
DB03040	C14695
DB03041	C00167
DB03041	C00617
DB03041	C02330
DB03054	C14707
DB03057	C19440
DB03059	C00332
DB03066	C00186
DB03066	C00256
DB03066	C01432
DB03074	C15996
DB03085	C00160
DB03085	C03547
DB03088	C01879
DB03088	C02237
DB03091	C16673
DB03101	C00620
DB03103	C00363
DB03106	C00137
DB03106	C06152
DB03106	C06153
DB03107	C00099
DB03108	C03393
DB03109	C00140
DB03109	C00645
DB03109	C01132
DB03109	C02711
DB03109	C03136
DB03109	C03878
DB03109	C05021
DB03110	C14219
DB03111	C03783
DB03111	C06156
DB03120	C06677
DB03125	C01965
DB03127	C01784
DB03128	C01996
DB03142	C00121
DB03142	C01510
DB03142	C06115
DB03142	C16639
DB03143	C14696
DB03144	C05933
DB03145	C04327
DB03147	C00016
DB03151	C00070
DB03151	C00087
DB03156	C00191
DB03156	C00333
DB03156	C02024
DB03156	C06472
DB03156	C06477
DB03156	C08348
DB03156	C08350
DB03158	C01220
DB03163	C11497
DB03166	C00033
DB03169	C00356
DB03170	C00882
DB03171	C04229
DB03174	C03167
DB03175	C05979
DB03189	C00070
DB03192	C05264
DB03201	C00097
DB03201	C00736
DB03201	C00793
DB03203	C00319
DB03205	C00113
DB03206	C10141
DB03206	C16843
DB03208	C04576
DB03209	C15997
DB03215	C17366
DB03222	C00131
DB03225	C00078
DB03225	C00525
DB03225	C00806
DB03227	C00455
DB03229	C00233
DB03232	C05810
DB03237	C00679
DB03237	C03921
DB03246	C00121
DB03246	C01510
DB03246	C06115
DB03246	C16639
DB03247	C00061
DB03252	C00047
DB03252	C00739
DB03252	C16440
DB03255	C00146
DB03255	C15584
DB03256	C03479
DB03256	C17731
DB03258	C00458
DB03264	C01832
DB03266	C12518
DB03277	C00420
DB03277	C00551
DB03277	C01835
DB03277	C06219
DB03278	C00503
DB03278	C16884
DB03283	C00507
DB03283	C01018
DB03283	C01019
DB03283	C01684
DB03283	C02095
DB03283	C02338
DB03283	C02476
DB03283	C02522
DB03283	C08352
DB03285	C08650
DB03292	C05672
DB03295	C05730
DB03298	C02734
DB03302	C18611
DB03304	C16675
DB03310	C00127
DB03313	C00916
DB03315	C06193
DB03316	C14440
DB03317	C14818
DB03319	C13733
DB03320	C03401
DB03320	C06393
DB03322	C07407
DB03322	C11193
DB03323	C00185
DB03323	C00208
DB03323	C00243
DB03323	C00897
DB03323	C01970
DB03323	C01971
DB03323	C02964
DB03323	C06421
DB03323	C06422
DB03328	C00283
DB03344	C01284
DB03344	C04563
DB03344	C04579
DB03344	C15990
DB03344	C15991
DB03345	C00928
DB03346	C14194
DB03348	C09866
DB03350	C00014
DB03350	C01342
DB03357	C01983
DB03357	C01984
DB03366	C01589
DB03374	C01060
DB03381	C00517
DB03385	C19262
DB03389	C00181
DB03389	C00216
DB03389	C00259
DB03389	C00476
DB03389	C01394
DB03389	C01508
DB03389	C02096
DB03389	C02204
DB03389	C02205
DB03389	C02479
DB03389	C02604
DB03389	C08353
DB03397	C00043
DB03397	C00203
DB03397	C01170
DB03401	C01243
DB03401	C01245
DB03403	C00055
DB03407	C02235
DB03408	C00669
DB03413	C01346
DB03416	C01081
DB03419	C00106
DB03423	C05692
DB03424	C00732
DB03425	C06234
DB03430	C00650
DB03430	C03742
DB03432	C01205
DB03432	C03284
DB03432	C05145
DB03435	C00015
DB03443	C00038
DB03454	C02923
DB03460	C08614
DB03460	C13433
DB03461	C00006
DB03462	C00178
DB03467	C00509
DB03470	C02090
DB03473	C03153
DB03481	C04377
DB03484	C01233
DB03485	C00507
DB03485	C01018
DB03485	C01019
DB03485	C01684
DB03485	C02095
DB03485	C02338
DB03485	C02476
DB03485	C02522
DB03485	C08352
DB03489	C00204
DB03489	C01216
DB03491	C00361
DB03497	C02703
DB03499	C00149
DB03499	C00497
DB03499	C00711
DB03499	C03668
DB03501	C00029
DB03501	C00052
DB03511	C00191
DB03511	C00333
DB03511	C02024
DB03511	C06472
DB03511	C06477
DB03511	C08348
DB03511	C08350
DB03512	C00001
DB03512	C01328
DB03514	C17883
DB03515	C14303
DB03517	C03173
DB03518	C00418
DB03518	C02104
DB03528	C00212
DB03541	C11737
DB03542	C01177
DB03542	C03546
DB03542	C04006
DB03542	C06155
DB03550	C05557
DB03550	C06564
DB03553	C00489
DB03559	C11519
DB03560	C00633
DB03566	C00315
DB03567	C00140
DB03567	C00645
DB03567	C01132
DB03567	C02711
DB03567	C03136
DB03567	C03878
DB03567	C05021
DB03568	C00246
DB03574	C00023
DB03575	C07575
DB03581	C03251
DB03582	C03415
DB03585	C19494
DB03587	C00546
DB03589	C00830
DB03590	C00666
DB03590	C00680
DB03593	C03998
DB03600	C01571
DB03601	C09762
DB03603	C00767
DB03603	C00818
DB03603	C00879
DB03603	C01807
DB03608	C18388
DB03612	C01144
DB03612	C03561
DB03612	C05116
DB03614	C00175
DB03615	C01759
DB03615	C17584
DB03618	C00611
DB03619	C04483
DB03619	C11171
DB03619	C17646
DB03619	C17687
DB03640	C03961
DB03640	C11511
DB03644	C00632
DB03646	C13863
DB03652	C00191
DB03652	C00333
DB03652	C02024
DB03652	C06472
DB03652	C06477
DB03652	C08348
DB03652	C08350
DB03656	C10962
DB03661	C00506
DB03675	C04104
DB03675	C06007
DB03680	C02287
DB03685	C00105
DB03687	C11435
DB03688	C01013
DB03696	C01724
DB03696	C08624
DB03699	C00091
DB03700	C00188
DB03700	C00820
DB03700	C05519
DB03700	C12317
DB03703	C00854
DB03704	C08317
DB03708	C00224
DB03720	C17234
DB03721	C00270
DB03723	C03187
DB03723	C03319
DB03723	C07277
DB03723	C11912
DB03725	C06500
DB03726	C05325
DB03727	C05769
DB03728	C02370
DB03733	C06752
DB03740	C00140
DB03740	C00645
DB03740	C01132
DB03740	C02711
DB03740	C03136
DB03740	C03878
DB03740	C05021
DB03741	C18319
DB03745	C01068
DB03745	C02895
DB03745	C03509
DB03750	C08262
DB03751	C00842
DB03751	C02097
DB03754	C07182
DB03756	C06429
DB03760	C02147
DB03761	C04242
DB03765	C03104
DB03766	C00163
DB03773	C00507
DB03773	C01018
DB03773	C01019
DB03773	C01684
DB03773	C02095
DB03773	C02338
DB03773	C02476
DB03773	C02522
DB03773	C08352
DB03774	C01165
DB03775	C01909
DB03777	C11238
DB03779	C15658
DB03781	C18716
DB03783	C07591
DB03791	C15631
DB03793	C00180
DB03793	C00539
DB03795	C00966
DB03796	C00249
DB03798	C00239
DB03800	C00365
DB03811	C00860
DB03817	C03283
DB03819	C11343
DB03823	C12127
DB03823	C12136
DB03825	C00698
DB03825	C01327
DB03825	C11177
DB03829	C01168
DB03832	C02838
DB03839	C00082
DB03839	C01536
DB03839	C06420
DB03840	C00001
DB03840	C01328
DB03843	C00067
DB03852	C09844
DB03854	C01672
DB03856	C07997
DB03859	C08193
DB03860	C14758
DB03866	C05956
DB03868	C00944
DB03882	C03051
DB03882	C03852
DB03882	C07632
DB03882	C12525
DB03884	C00166
DB03886	C06313
DB03887	C04378
DB03895	C18367
DB03896	C00404
DB03896	C00536
DB03896	C02174
DB03897	C01744
DB03902	C00209
DB03904	C00086
DB03909	C13741
DB03911	C00181
DB03911	C00216
DB03911	C00259
DB03911	C00476
DB03911	C01394
DB03911	C01508
DB03911	C02096
DB03911	C02204
DB03911	C02205
DB03911	C02479
DB03911	C02604
DB03911	C08353
DB03912	C01134
DB03913	C00876
DB03915	C03214
DB03915	C03508
DB03918	C00272
DB03923	C12203
DB03926	C03051
DB03926	C03852
DB03926	C07632
DB03926	C12525
DB03929	C00065
DB03929	C00716
DB03929	C00740
DB03933	C11442
DB03934	C00038
DB03934	C03184
DB03935	C03126
DB03937	C00279
DB03937	C03109
DB03938	C06565
DB03940	C01444
DB03941	C14698
DB03943	C00152
DB03943	C01905
DB03943	C16438
DB03945	C00588
DB03946	C00230
DB03947	C05052
DB03951	C00357
DB03951	C04257
DB03951	C06376
DB03955	C10141
DB03955	C16843
DB03956	C01243
DB03956	C01245
DB03959	C03789
DB03961	C11453
DB03966	C12032
DB03974	C01924
DB03977	C03793
DB03980	C14316
DB03983	C00283
DB03983	C05924
DB03988	C01930
DB03989	C00031
DB03989	C00124
DB03989	C00159
DB03989	C00221
DB03989	C00267
DB03989	C00737
DB03989	C00738
DB03989	C00936
DB03989	C00962
DB03989	C00984
DB03989	C01487
DB03989	C01582
DB03989	C01825
DB03989	C02209
DB03989	C06464
DB03989	C06465
DB03989	C06466
DB03989	C06467
DB03989	C15923
DB03989	C17207
DB03991	C04580
DB03994	C00189
DB03995	C13183
DB03997	C01100
DB04005	C00075
DB04008	C00038
DB04017	C11685
DB04022	C01228
DB04023	C00976
DB04026	C00729
DB04026	C02066
DB04027	C00062
DB04027	C00792
DB04027	C02385
DB04028	C03348
DB04028	C06471
DB04031	C00001
DB04031	C01328
DB04034	C00199
DB04034	C00231
DB04034	C01101
DB04034	C03291
DB04038	C01694
DB04045	C00683
DB04045	C01213
DB04045	C02557
DB04046	C03619
DB04049	C15038
DB04062	C00507
DB04062	C01018
DB04062	C01019
DB04062	C01684
DB04062	C02095
DB04062	C02338
DB04062	C02476
DB04062	C02522
DB04062	C08352
DB04066	C00811
DB04066	C06738
DB04070	C03240
DB04072	C04593
DB04074	C00141
DB04075	C00624
DB04076	C00262
DB04099	C00857
DB04100	C00237
DB04100	C00604
DB04104	C00913
DB04111	C15711
DB04115	C00757
DB04115	C12679
DB04116	C00252
DB04116	C01728
DB04116	C05400
DB04116	C05402
DB04116	C08240
DB04120	C06730
DB04122	C00092
DB04122	C00275
DB04122	C00668
DB04122	C01113
DB04122	C01172
DB04122	C02962
DB04122	C02965
DB04122	C03735
DB04127	C00117
DB04127	C03736
DB04132	C02886
DB04137	C00044
DB04143	C03506
DB04153	C14180
DB04156	C00742
DB04156	C16487
DB04160	C00013
DB04166	C00108
DB04168	C13127
DB04171	C03571
DB04173	C00095
DB04173	C01719
DB04173	C02336
DB04179	C14512
DB04183	C02170
DB04185	C01799
DB04185	C01826
DB04189	C06655
DB04193	C00263
DB04196	C07582
DB04200	C10682
DB04202	C12125
DB04207	C00449
DB04214	C03360
DB04216	C00389
DB04223	C03417
DB04224	C00712
DB04224	C01712
DB04228	C12026
DB04231	C00001
DB04231	C01328
DB04231	C01589
DB04242	C00156
DB04248	C00420
DB04248	C00551
DB04248	C01835
DB04248	C06219
DB04252	C00438
DB04257	C08362
DB04261	C01563
DB04263	C17703
DB04265	C00270
DB04272	C00158
DB04274	C14290
DB04275	C00978
DB04279	C04411
DB04284	C10172
DB04286	C00181
DB04286	C00216
DB04286	C00259
DB04286	C00476
DB04286	C01394
DB04286	C01508
DB04286	C02096
DB04286	C02204
DB04286	C02205
DB04286	C02479
DB04286	C02604
DB04286	C08353
DB04291	C03493
DB04291	C12323
DB04293	C08109
DB04296	C05825
DB04299	C00122
DB04299	C01384
DB04300	C04477
DB04302	C11165
DB04304	C00257
DB04304	C00514
DB04304	C00770
DB04304	C00800
DB04304	C00817
DB04304	C00880
DB04304	C15930
DB04308	C03493
DB04308	C12323
DB04310	C12056
DB04313	C03618
DB04315	C00035
DB04325	C05332
DB04326	C00111
DB04328	C03175
DB04329	C06323
DB04335	C00294
DB04339	C03727
DB04342	C07231
DB04343	C00048
DB04345	C01727
DB04347	C02637
DB04349	C00583
DB04349	C02912
DB04349	C02917
DB04351	C00417
DB04351	C02341
DB04352	C00117
DB04352	C03736
DB04357	C07582
DB04364	C00466
DB04364	C00810
DB04364	C01769
DB04365	C10129
DB04370	C05824
DB04377	C03761
DB04380	C00499
DB04381	C19377
DB04382	C00586
DB04382	C02781
DB04388	C01165
DB04397	C00001
DB04397	C01328
DB04398	C00186
DB04398	C00256
DB04398	C01432
DB04400	C02953
DB04401	C00576
DB04408	C12049
DB04414	C00001
DB04414	C00150
DB04414	C01328
DB04417	C00870
DB04418	C03794
DB04419	C01933
DB04422	C00155
DB04422	C05330
DB04425	C04874
DB04429	C14241
DB04431	C12014
DB04440	C01736
DB04440	C15586
DB04444	C00742
DB04444	C16487
DB04445	C00703
DB04445	C00708
DB04445	C05590
DB04447	C00265
DB04447	C00950
DB04454	C02261
DB04454	C02356
DB04455	C00719
DB04457	C00362
DB04461	C03263
DB04464	C03145
DB04465	C00185
DB04465	C00208
DB04465	C00243
DB04465	C00897
DB04465	C01970
DB04465	C01971
DB04465	C02964
DB04465	C06421
DB04465	C06422
DB04466	C15628
DB04468	C05011
DB04473	C00507
DB04473	C01018
DB04473	C01019
DB04473	C01684
DB04473	C02095
DB04473	C02338
DB04473	C02476
DB04473	C02522
DB04473	C08352
DB04474	C11326
DB04481	C00503
DB04481	C16884
DB04482	C04121
DB04485	C00214
DB04492	C03953
DB04492	C16265
DB04494	C00001
DB04494	C01328
DB04498	C00441
DB04499	C02083
DB04506	C00305
DB04510	C00197
DB04510	C00597
DB04519	C06423
DB04520	C10605
DB04522	C01005
DB04522	C02532
DB04524	C00083
DB04524	C03188
DB04528	C02496
DB04532	C00463
DB04537	C00977
DB04538	C03618
DB04539	C01705
DB04540	C00187
DB04551	C00354
DB04551	C03785
DB04551	C05378
DB04552	C13698
DB04553	C00109
DB04555	C00112
DB04557	C00219
DB04564	C00198
DB04564	C02669
DB04564	C02692
DB04566	C00130
DB04569	C05613
DB04571	C09314
DB04572	C07641
DB04574	C02538
DB04575	C07619
DB04576	C13179
DB04582	C05076
DB04586	C14841
DB04599	C13355
DB04619	C07113
DB04620	C03969
DB04622	C05135
DB04626	C01555
DB04628	C05346
DB04630	C01780
DB04640	C16194
DB04650	C00120
DB04652	C02140
DB04652	C02942
DB04657	C11255
DB04658	C10851
DB04660	C00670
DB04665	C05851
DB04688	C12448
DB04690	C01897
DB04699	C01770
DB04701	C11347
DB04703	C09755
DB04704	C05500
DB04705	C15519
DB04706	C03594
DB04714	C00129
DB04728	C17707
DB04729	C00908
DB04734	C01732
DB04734	C02226
DB04737	C00561
DB04737	C02615
DB04741	C15674
DB04744	C10368
DB04745	C06338
DB04745	C06415
DB04781	C02804
DB04784	C07112
DB04784	C11348
DB04786	C07974
DB04789	C00440
DB04801	C08367
DB04805	C11269
DB04808	C01441
DB04813	C07967
DB04816	C10312
DB04817	C13229
DB04818	C11777
DB04819	C11114
DB04824	C14286
DB04827	C01537
DB04829	C07542
DB04830	C07674
DB04831	C11702
DB04833	C07560
DB04840	C13650
DB04844	C11168
DB04859	C13424
DB04874	C00014
DB04874	C00698
DB04874	C01327
DB04874	C01342
DB04874	C14447
DB04877	C09252
DB04886	C09147
DB04911	C12034
DB04912	C00698
DB04912	C01327
DB04930	C14388
DB04936	C01452
DB04936	C10906
DB04942	C12864
DB04952	C12008
DB04953	C13826
DB04957	C13777
DB04967	C11715
DB04982	C13670
DB04996	C00014
DB04996	C00033
DB04996	C00571
DB04996	C00698
DB04996	C01327
DB04996	C01342
DB05088	C00087
DB05088	C00150
DB05137	C07475
DB05188	C06677
DB05229	C01330
DB05232	C11692
DB05252	C11024
DB05262	C07599
DB05296	C00033
DB05340	C01330
DB05377	C19024
DB05381	C00388
DB05382	C01382
DB05389	C00001
DB05389	C00007
DB05389	C01328
DB05389	C01486
DB05420	C11918
DB05428	C00033
DB05446	C14180
DB05450	C03963
DB05450	C08913
DB05450	C08914
DB05450	C16819
DB05461	C00001
DB05461	C00698
DB05461	C01327
DB05461	C01328
DB05476	C00698
DB05476	C01327
DB05478	C11145
DB05482	C11173
DB05549	C11145
DB05607	C00122
DB05607	C01384
DB05630	C00001
DB05630	C01328
DB05630	C01330
DB05642	C00001
DB05642	C00698
DB05642	C01327
DB05642	C01328
DB05668	C16559
DB05683	C13426
DB05732	C00383
DB05732	C02028
DB05732	C04025
DB05732	C13884
DB05790	C00698
DB05790	C01327
DB05792	C00698
DB05792	C01327
DB05804	C04555
DB05837	C00698
DB05837	C01327
DB05956	C00698
DB05956	C01327
DB05966	C00158
DB05974	C08588
DB05990	C15636
DB05993	C00698
DB05993	C01327
DB06021	C06677
DB06082	C00698
DB06082	C01327
DB06144	C07567
DB06147	C11169
DB06151	C06809
DB06155	C14319
DB06174	C09592
DB06215	C14818
DB06215	C14819
DB06216	C00122
DB06216	C01384
DB06230	C08027
DB06233	C15183
DB06243	C07997
DB06247	C13675
DB06253	C00725
DB06253	C07182
DB06253	C16241
DB06282	C07778
DB06287	C15182
DB06409	C16578
DB06410	C08211
DB06412	C07393
DB06419	C12020
DB06461	C16841
DB06527	C03349
DB06543	C08580
DB06554	C13693
DB06637	C13728
DB06659	C00698
DB06659	C01327
DB06678	C07570
DB06689	C00189
DB06689	C00712
DB06689	C01712
DB06690	C00887
DB06691	C11798
DB06693	C13963
DB06694	C07913
DB06701	C07196
DB06705	C01330
DB06707	C11768
DB06707	C17925
DB06709	C07471
DB06710	C07198
DB06711	C07898
DB06715	C00238
DB06715	C00708
DB06715	C05590
DB06715	C08219
DB06718	C07311
DB06723	C00001
DB06723	C01328
DB06723	C13391
DB06724	C00076
DB06724	C00288
DB06724	C01353
DB06724	C08129
DB06726	C13769
DB06727	C10783
DB06727	C17418
DB06728	C00292
DB06735	C06917
DB06735	C08161
DB06738	C11792
DB06743	C07601
DB06744	C07602
DB06745	C07603
DB06746	C07604
DB06747	C16816
DB06750	C08946
DB06753	C07165
DB06756	C00719
DB06757	C19610
DB06762	C13729
DB06764	C07912
DB06767	C00014
DB06767	C00698
DB06767	C01327
DB06767	C01342
DB06767	C12538
DB06768	C00014
DB06768	C00186
DB06768	C00256
DB06768	C01342
DB06768	C01432
DB06770	C00556
DB06770	C03485
DB06774	C06866
DB06775	C05829
DB06777	C02528
DB06777	C07880
DB06777	C17660
DB06777	C17662
DB06777	C17664
DB06778	C00059
DB06778	C18713
DB06780	C14554
DB06781	C12695
DB06782	C02924
DB06783	C01913
DB06783	C14819
DB06784	C00158
DB06787	C07811
DB06788	C00033
DB06788	C07671
DB06789	C08148
DB06792	C00288
DB06792	C01353
DB06793	C07406
DB06795	C07106
DB06796	C19610
DB06804	C18612
DB06810	C12389
DB06811	C13493
DB06816	C07412
DB06820	C08076
DB06823	C12876
DB06824	C07166
DB06827	C01540
DB06864	C05817
DB06894	C02277
DB06902	C14258
DB06926	C14762
DB06952	C06204
DB06973	C13624
DB07060	C02043
DB07080	C15630
DB07109	C10470
DB07118	C03081
DB07129	C07220
DB07177	C04707
DB07301	C08060
DB07302	C14767
DB07352	C01477
DB07374	C11281
DB07375	C00674
DB07375	C03772
DB07392	C06551
DB07401	C18558
DB07418	C03779
DB07424	C00238
DB07425	C15618
DB07447	C03917
DB07447	C05293
DB07506	C09816
DB07557	C03681
DB07557	C05479
DB07558	C11306
DB07565	C11727
DB07565	C13962
DB07610	C03012
DB07635	C14220
DB07637	C03224
DB07637	C17080
DB07640	C15494
DB07645	C08277
DB07674	C06607
DB07703	C11993
DB07705	C08068
DB07705	C08069
DB07706	C05301
DB07715	C10343
DB07718	C01179
DB07720	C11690
DB07767	C01494
DB07768	C00535
DB07776	C10043
DB07776	C15608
DB07780	C00448
DB07780	C16689
DB07780	C16826
DB07795	C10041
DB07810	C00774
DB07814	C01699
DB07815	C11864
DB07841	C00353
DB07841	C11356
DB07863	C15627
DB07870	C04871
DB07896	C03198
DB07896	C05343
DB07896	C11527
DB07914	C01273
DB07915	C01273
DB07918	C04284
DB07919	C06538
DB07931	C13101
DB07950	C00954
DB07954	C13708
DB08059	C15181
DB08074	C08435
DB08081	C11841
DB08120	C00579
DB08167	C00220
DB08168	C01386
DB08209	C19459
DB08215	C18811
DB08224	C14183
DB08230	C10192
DB08231	C06424
DB08254	C16202
DB08264	C04314
DB08264	C04514
DB08264	C06205
DB08276	C00742
DB08276	C16487
DB08313	C13719
DB08319	C06742
DB08324	C11840
DB08326	C03797
DB08327	C00544
DB08398	C16038
DB08399	C05901
DB08427	C00254
DB08435	C14717
DB08437	C01610
DB08437	C11618
DB08466	C10255
DB08496	C01541
DB08517	C09833
DB08541	C12434
DB08541	C18835
DB08542	C04793
DB08587	C00482
DB08603	C00896
DB08604	C12059
DB08620	C18512
DB08621	C12853
DB08626	C01619
DB08636	C06203
DB08645	C07767
DB08652	C02693
DB08653	C00398
DB08688	C01875
DB08690	C00399
DB08719	C06489
DB08720	C06490
DB08721	C06491
DB08722	C06492
DB08723	C06493
DB08724	C06494
DB08725	C06495
DB08726	C06496
DB08727	C06497
DB08728	C06499
DB08744	C10654
DB08768	C04083
DB08772	C01865
DB08804	C08154
DB08805	C07449
DB08809	C11149
DB08823	C11054
DB08823	C11056
DB08830	C05422
DB08833	C05465
DB08833	C16868
DB08837	C07512
DB08838	C00179
DB08839	C00780
DB08841	C00483
DB08842	C02571
DB08844	C00366
DB08845	C00026
DB08846	C10788
DB08847	C01015
DB08847	C01157
DB08847	C03440
DB08847	C03441
DB08847	C03651
DB08848	C10149
DB08855	C02166
DB08858	C00014
DB08858	C00698
DB08858	C01327
DB08858	C01342
DB08858	C01921
DB08887	C16184
DB08903	C14122
DB08913	C00698
DB08913	C01327
DB08921	C00521
DB08921	C06078
DB08921	C06099
DB08933	C13478
DB08938	C00001
DB08938	C00059
DB08938	C00305
DB08938	C01328
DB08946	C08217
DB08956	C18040
DB08960	C07510
DB08965	C15740
DB08966	C18376
DB08987	C07530
DB08995	C10039
DB08996	C12959
DB09001	C07434
DB09008	C11754
DB09028	C10763
DB09061	C07578
DB09072	C00989
DB09072	C01330
DB09072	C01991
DB09085	C07526
DB09086	C10453
DB09087	C00059
DB09087	C00238
DB09088	C14169
DB09093	C06571
DB09094	C10871
DB09094	C10874
DB09096	C19346
DB09104	C00001
DB09104	C00305
DB09104	C01328
DB09104	C07876
DB09110	C03576
DB09112	C00088
DB09115	C07636
DB09116	C00076
DB09116	C19113
DB09117	C07834
DB09120	C06866
DB09121	C08193
DB09125	C00158
DB09125	C00238
DB09129	C00698
DB09129	C01327
DB09129	C19368
DB09130	C00070
DB09131	C00698
DB09131	C01327
DB09138	C00001
DB09138	C01328
DB09140	C00007
DB09145	C00001
DB09145	C01328
DB09146	C00001
DB09146	C00089
DB09146	C01328
DB09146	C01330
DB09146	C04219
DB09146	C14819
DB09146	C18068
DB09147	C00013
DB09147	C14819
DB09152	C00697
DB09153	C00698
DB09153	C01327
DB09153	C01330
DB09153	C13563
DB09154	C00158
DB09154	C01330
DB09157	C00011
DB09158	C19307
DB09160	C00001
DB09160	C01328
DB09165	C00013
DB09203	C01869
DB09203	C04548
DB09213	C01588
DB09214	C01716
DB09217	C18363
DB09220	C13280
DB09221	C00038
DB09237	C06825
DB09239	C11236
DB09241	C00220
DB09241	C00698
DB09241	C01327
DB09242	C07451
DB09256	C12673
DB09267	C13884
DB09268	C13072
DB09269	C07086
DB09270	C11378
DB09275	C00238
DB09276	C01330
DB09277	C00114
DB09277	C00698
DB09277	C01327
DB09281	C00305
DB09293	C00708
DB09293	C05590
DB09298	C07610
DB09309	C14056
DB09314	C00001
DB09314	C01328
DB09315	C13373
DB09316	C00698
DB09316	C01327
DB09316	C15226
DB09319	C12712
DB09320	C05551
DB09320	C07375
DB09320	C07894
DB09322	C00038
DB09322	C00059
DB09324	C07770
DB09324	C14001
DB09325	C00742
DB09325	C01330
DB09325	C08142
DB09325	C16487
DB09326	C00014
DB09326	C01342
DB09327	C00106
DB09327	C12673
DB09332	C01330
DB09333	C18093
DB09338	C00001
DB09338	C01328
